character,copyright,trigger,core_tags,count,url
hori_kyouko,hori-san_to_miyamura-kun,"hori kyouko, hori-san to miyamura-kun","1girl, orange eyes, brown eyes, brown hair, long hair, katagiri senior high school uniform, school uniform",165,https://danbooru.donmai.us/posts?tags=hori_kyouko
hori_masayuki,gekkan_shoujo_nozaki-kun,"hori masayuki, gekkan shoujo nozaki-kun",,316,https://danbooru.donmai.us/posts?tags=hori_masayuki
hori_yuko,idolmaster,"hori yuko, idolmaster","1girl, red eyes, brown eyes, brown hair, long hair, ponytail, high ponytail, medium breasts",609,https://danbooru.donmai.us/posts?tags=hori_yuko
horie_yui,real_life,"horie yui, real life","1girl, brown eyes, long hair, brown hair, large breasts",83,https://danbooru.donmai.us/posts?tags=horie_yui
horikawa_kunihiro,touken_ranbu,"horikawa kunihiro, touken ranbu","1boy, blue eyes, black hair",1032,https://danbooru.donmai.us/posts?tags=horikawa_kunihiro
horikawa_raiko,touhou,"horikawa raiko, touhou","1girl, red eyes, red hair, short hair, purple necktie, long sleeves",1856,https://danbooru.donmai.us/posts?tags=horikawa_raiko
horikita_suzune,youkoso_jitsuryoku_shijou_shugi_no_kyoushitsu_e,"horikita suzune, youkoso jitsuryoku shijou shugi no kyoushitsu e","1girl, red eyes, black hair, long hair, very long hair, braid, hair ribbon, medium breasts, advanced nurturing high school uniform, advanced nurturing high school uniform, pleated skirt, white skirt, black thighhighs, red jacket, white shirt, blazer",270,https://danbooru.donmai.us/posts?tags=horikita_suzune
horikoshi_jirou,kaze_tachinu,"horikoshi jirou, kaze tachinu","1boy, black eyes, glasses, round eyewear, black-framed eyewear, short hair, black hair, brown hair, suit, collared shirt, white shirt, long sleeves",73,https://danbooru.donmai.us/posts?tags=horikoshi_jirou
horizon_(apex_legends),apex_legends,"horizon (apex legends), apex legends","1girl, hair behind ear, blue eyes, goggles on head, short hair, orange hair, brown hair, black gloves, spacesuit, spacesuit",322,https://danbooru.donmai.us/posts?tags=horizon_(apex_legends)
horizon_(counter:side),counter:side,"horizon (counter:side), counter:side","1girl, blue eyes, hair between eyes, white hair, very long hair, wavy hair, long hair, crossed bangs, sidelocks, medium breasts, headgear",113,https://danbooru.donmai.us/posts?tags=horizon_(counter:side)
horizon_ariadust,kyoukaisenjou_no_horizon,"horizon ariadust, kyoukaisenjou no horizon","1girl, blue eyes, long hair, silver hair, very long hair, large breasts, bodysuit, pantyhose",209,https://danbooru.donmai.us/posts?tags=horizon_ariadust
horkeu_kamui,tokyo_afterschool_summoners,"horkeu kamui, tokyo afterschool summoners","1boy, furry male, wolf boy, wolf ears, wolf tail, yellow eyes, short hair, grey hair, chest hair, white hair, multicolored hair, two-tone hair, thick thighs, navel, ainu clothes, ainu clothes, jacket on shoulders, revealing clothes, bara, muscular male, large pectorals, two-tone fur, grey fur, white fur, abs, headband, stomach, bare pectorals",397,https://danbooru.donmai.us/posts?tags=horkeu_kamui
horn_(arknights),arknights,"horn (arknights), arknights","1girl, wolf girl, wolf ears, animal ear fluff, wolf tail, blue eyes, green eyes, hair between eyes, blonde hair, long hair, very long hair, black hairband, large breasts, bare shoulders, black choker",433,https://danbooru.donmai.us/posts?tags=horn_(arknights)
horn_(to_effloresce_whitely)_(arknights),arknights,"horn (to effloresce whitely) (arknights), arknights","1girl, wolf girl, wolf ears, animal ear fluff, wolf tail, blue eyes, hair between eyes, green eyes, blonde hair, very long hair, long hair, black hairband, braid, large breasts, medium breasts, white dress, bare shoulders, black choker, necklace",63,https://danbooru.donmai.us/posts?tags=horn_(to_effloresce_whitely)_(arknights)
horned_girl_(jaco),original,"horned girl (jaco), original","1girl, horns, animal ears, red eyes, long hair, black hair, very long hair, blunt bangs, long sleeves",95,https://danbooru.donmai.us/posts?tags=horned_girl_(jaco)
hornet_(azur_lane),azur_lane,"hornet (azur lane), azur lane","1girl, green eyes, blonde hair, very long hair, long hair, twintails, sidelocks, large breasts, cleavage, navel, collarbone, short shorts, cowboy hat, black bikini, bikini top only, black shorts, black thighhighs, midriff",305,https://danbooru.donmai.us/posts?tags=hornet_(azur_lane)
hornet_(hollow_knight),hollow_knight,"hornet (hollow knight), hollow knight","no humans, 1girl, arthropod girl, black skin, horns, black eyes, red cloak",234,https://danbooru.donmai.us/posts?tags=hornet_(hollow_knight)
hornet_(kancolle),kantai_collection,"hornet (kancolle), kantai collection","1girl, grey eyes, blue eyes, blonde hair, long hair, large breasts, white shirt, sleeveless shirt, black skirt, pencil skirt, dress shirt, black necktie, black belt",1097,https://danbooru.donmai.us/posts?tags=hornet_(kancolle)
hornet_(warship_girls_r),warship_girls_r,"hornet (warship girls r), warship girls r","1girl, blue eyes, blonde hair, very long hair, long hair, ponytail, medium breasts, large breasts, ass, tattoo, white gloves, elbow gloves, knee boots, pleated skirt, belt, bare shoulders, mecha musume, rigging, midriff",56,https://danbooru.donmai.us/posts?tags=hornet_(warship_girls_r)
hornet_ii_(azur_lane),azur_lane,"hornet ii (azur lane), azur lane","1girl, green eyes, blonde hair, very long hair, twintails, sidelocks, parted bangs, large breasts, cleavage, ass, thighs, navel, black gloves, fingerless gloves, black bikini, black shorts, cowboy hat, bikini top only, shrug (clothing), short shorts, black headwear, black shirt, skindentation, stomach",53,https://danbooru.donmai.us/posts?tags=hornet_ii_(azur_lane)
hororo,binzume_yousei,"hororo, binzume yousei",,35,https://danbooru.donmai.us/posts?tags=hororo
horropedia,reverse:1999,"horropedia, reverse:1999","1boy, brown eyes, glasses, brown hair, short hair, medium hair, low ponytail, white shirt, collared shirt, grey vest, long sleeves, checkered necktie",68,https://danbooru.donmai.us/posts?tags=horropedia
horrorboros,splatoon_(series),"horrorboros, splatoon (series)",,37,https://danbooru.donmai.us/posts?tags=horrorboros
horsea,pokemon,"horsea, pokemon","no humans, red eyes, pokemon (creature), seahorse",285,https://danbooru.donmai.us/posts?tags=horsea
hortense,sound_horizon,"hortense, sound horizon","1girl, blue eyes, long hair, blonde hair, frills, facial mark, headdress",128,https://danbooru.donmai.us/posts?tags=hortense
hortensia_(fire_emblem),fire_emblem,"hortensia (fire emblem), fire emblem","1girl, pink eyes, pink hair, two-tone hair, hair flaps, sidelocks, blunt bangs, hair rings, cleavage cutout, striped clothes, vertical-striped clothes, vertical-striped dress, cross-laced clothes, cross-laced dress, blue dress, heart facial mark, fur trim",394,https://danbooru.donmai.us/posts?tags=hortensia_(fire_emblem)
horus_(mythology),egyptian_mythology,"horus (mythology), egyptian mythology","1boy, dark-skinned male, bird boy, furry male, yellow eyes, blue eyes, blue hair, short hair, feathered wings, bara, large pectorals, muscular male, abs",30,https://danbooru.donmai.us/posts?tags=horus_(mythology)
horus_lupercal,warhammer_40k,"horus lupercal, warhammer 40k","1boy, red eyes, brown eyes, glowing eyes, power armor, full armor, ornate armor, power armor, black armor, full armor, armored boots, bald, chaos (warhammer), breastplate, pauldrons, chaos (warhammer), gold trim, gauntlets, clawed gauntlets",75,https://danbooru.donmai.us/posts?tags=horus_lupercal
hosaka_miyuki,sentimental_graffiti,"hosaka miyuki, sentimental graffiti","1girl, brown eyes, long hair, brown hair, red hair",34,https://danbooru.donmai.us/posts?tags=hosaka_miyuki
hoshi_(arakawa),arakawa_under_the_bridge,"hoshi (arakawa), arakawa under the bridge","1boy, star (symbol)",46,https://danbooru.donmai.us/posts?tags=hoshi_(arakawa)
hoshi_ryoma,danganronpa_(series),"hoshi ryoma, danganronpa (series)","1boy, cat ears, fake animal ears, animal ear headwear, black eyes, brown hair, very short hair, short hair, prison clothes, black jacket, striped clothes, leather jacket, collared jacket, striped pants, black headwear, long sleeves, black sleeves, beanie",629,https://danbooru.donmai.us/posts?tags=hoshi_ryoma
hoshi_syoko,idolmaster,"hoshi syoko, idolmaster","1girl, hair between eyes, grey eyes, grey hair, very long hair, long hair, ahoge, single braid, side braid",1881,https://danbooru.donmai.us/posts?tags=hoshi_syoko
hoshi_tanuki_(shironeko_project),shironeko_project,"hoshi tanuki (shironeko project), shironeko project",,33,https://danbooru.donmai.us/posts?tags=hoshi_tanuki_(shironeko_project)
hoshifuri_iku,prism_project,"hoshifuri iku, prism project","1girl, purple eyes, pink hair, long hair, two side up, hair ribbon, large breasts, medium breasts, detached sleeves, virtual youtuber, virtual youtuber, alien",63,https://danbooru.donmai.us/posts?tags=hoshifuri_iku
hoshifuri_sosogu,hoshiiro_girldrop,"hoshifuri sosogu, hoshiiro girldrop",,62,https://danbooru.donmai.us/posts?tags=hoshifuri_sosogu
hoshigaki_kisame,naruto_(series),"hoshigaki kisame, naruto (series)","1boy, shark boy, fish boy, monster boy, blue skin, grey skin, sharp teeth, extra mouth, short hair, black hair, spiked hair, blue hair, akatsuki uniform, akatsuki uniform, ninja, gills, facial mark, shark, forehead protector, ninja, kirigakure symbol",111,https://danbooru.donmai.us/posts?tags=hoshigaki_kisame
hoshiguma_(arknights),arknights,"hoshiguma (arknights), arknights","1girl, oni horns, skin-covered horns, single horn, yellow eyes, hair between eyes, green hair, long hair, very long hair, large breasts, black shirt, bare shoulders",1726,https://danbooru.donmai.us/posts?tags=hoshiguma_(arknights)
hoshiguma_(ronin_huntress)_(arknights),arknights,"hoshiguma (ronin huntress) (arknights), arknights","1girl, oni horns, oni, oni mask, skin-covered horns, single horn, yellow eyes, hair between eyes, green hair, long hair, very long hair, large breasts, black shirt, grey pants, long sleeves, belt, katana, magatama necklace",205,https://danbooru.donmai.us/posts?tags=hoshiguma_(ronin_huntress)_(arknights)
hoshiguma_(seeker)_(arknights),arknights,"hoshiguma (seeker) (arknights), arknights",,31,https://danbooru.donmai.us/posts?tags=hoshiguma_(seeker)_(arknights)
hoshiguma_yuugi,touhou,"hoshiguma yuugi, touhou","1girl, single horn, pointy ears, red eyes, blonde hair, long hair, large breasts",9498,https://danbooru.donmai.us/posts?tags=hoshiguma_yuugi
hoshiguma_yuugi_(kimono),touhou,"hoshiguma yuugi (kimono), touhou","1girl, single horn, pointy ears, red horns, red eyes, blonde hair, long hair, large breasts, cleavage, collarbone, blue kimono, blue kimono, off shoulder, bare shoulders, shackles, sakazuki",479,https://danbooru.donmai.us/posts?tags=hoshiguma_yuugi_(kimono)
hoshihara_hikaru,danball_senki_wars,"hoshihara hikaru, danball senki wars","1boy, blue eyes, blonde hair, ponytail",38,https://danbooru.donmai.us/posts?tags=hoshihara_hikaru
hoshii_miki,idolmaster,"hoshii miki, idolmaster","1girl, green eyes, blonde hair, long hair, ahoge, medium breasts, large breasts",5867,https://danbooru.donmai.us/posts?tags=hoshii_miki
hoshijiro_shizuka,sidonia_no_kishi,"hoshijiro shizuka, sidonia no kishi","1girl, brown eyes, short hair, black hair, blunt bangs, bob cut, medium breasts, pilot suit, spacesuit",66,https://danbooru.donmai.us/posts?tags=hoshijiro_shizuka
hoshikawa_hotaru,new_game!,"hoshikawa hotaru, new game!",,45,https://danbooru.donmai.us/posts?tags=hoshikawa_hotaru
hoshikawa_kaguya,tenshi_souzou_re-boot!,"hoshikawa kaguya, tenshi souzou re-boot!","1girl, animal ear fluff, animal ears, red eyes, hair between eyes, eyes visible through hair, eyelashes, black hair, very long hair, ahoge, swept bangs, sidelocks, side ponytail, hair ribbon, large breasts, cleavage, collarbone, white kimono",86,https://danbooru.donmai.us/posts?tags=hoshikawa_kaguya
hoshikawa_koharu,amakano,"hoshikawa koharu, amakano","1girl, brown eyes, hair between eyes, brown hair, long hair, drill hair, very long hair, light brown hair, large breasts",38,https://danbooru.donmai.us/posts?tags=hoshikawa_koharu
hoshikawa_lily,zombie_land_saga,"hoshikawa lily, zombie land saga","1girl, blue skin, yellow eyes, red eyes, light blue hair, long hair, star hair ornament, twintails, hair ribbon, zombie",560,https://danbooru.donmai.us/posts?tags=hoshikawa_lily
hoshikawa_mafuyu,blend_s,"hoshikawa mafuyu, blend s","1girl, purple eyes, hair between eyes, brown hair, short hair, hair ribbon, stile uniform, stile uniform, white gloves, black ribbon, waitress, waitress",186,https://danbooru.donmai.us/posts?tags=hoshikawa_mafuyu
hoshikawa_mitsuki,himitsu_no_aipri,"hoshikawa mitsuki, himitsu no aipri","1girl, blue eyes, blonde hair, long hair, very long hair, hair bow, idol clothes, idol clothes, blue footwear, blue shirt, blue bow, blue ribbon",67,https://danbooru.donmai.us/posts?tags=hoshikawa_mitsuki
hoshikawa_sara,nijisanji,"hoshikawa sara, nijisanji","1girl, heterochromia, red eyes, yellow eyes, blonde hair, long hair, very long hair, x hair ornament, side ponytail, ahoge, hair ribbon, large breasts, navel, bare shoulders, virtual youtuber, virtual youtuber",1931,https://danbooru.donmai.us/posts?tags=hoshikawa_sara
hoshikawa_sara_(1st_costume),nijisanji,"hoshikawa sara (1st costume), nijisanji","1girl, heterochromia, red eyes, yellow eyes, blonde hair, very long hair, long hair, x hair ornament, side ponytail, ahoge, hair ribbon, large breasts, medium breasts, navel, collarbone, white jacket, blue shorts, short shorts, open jacket, sleeveless shirt, bare shoulders, off shoulder, virtual youtuber, virtual youtuber, white tank top, crop top, midriff, front-tie top",595,https://danbooru.donmai.us/posts?tags=hoshikawa_sara_(1st_costume)
hoshikawa_sara_(2nd_costume),nijisanji,"hoshikawa sara (2nd costume), nijisanji","1girl, heterochromia, red eyes, yellow eyes, blonde hair, long hair, very long hair, ahoge, hair ribbon, hair bow, collarbone, red sweater, off-shoulder sweater, black pantyhose, long sleeves, bare shoulders, virtual youtuber, virtual youtuber, union jack",80,https://danbooru.donmai.us/posts?tags=hoshikawa_sara_(2nd_costume)
hoshikawa_sara_(4th_costume),nijisanji,"hoshikawa sara (4th costume), nijisanji","1girl, heterochromia, red eyes, yellow eyes, blonde hair, long hair, twintails, ahoge, hair ribbon, large breasts, school uniform, school uniform, white shirt, collared shirt, pleated skirt, plaid skirt, long sleeves, red bowtie, red ribbon, black choker, virtual youtuber, virtual youtuber, pink cardigan",216,https://danbooru.donmai.us/posts?tags=hoshikawa_sara_(4th_costume)
hoshikawa_seira,gen'ei_wo_kakeru_taiyou,"hoshikawa seira, gen'ei wo kakeru taiyou","1girl, purple eyes, blue eyes, hair between eyes, purple hair, blue hair, very long hair, twintails, braid, navel, black shorts, thighhighs, boots, ice",31,https://danbooru.donmai.us/posts?tags=hoshikawa_seira
hoshikawa_shizuku,kimi_to_tsuzuru_utakata,"hoshikawa shizuku, kimi to tsuzuru utakata","1girl, hair between eyes, blue eyes, short hair, white hair, grey hair, hair intakes, school uniform, pinafore dress, blue dress, long sleeves, white sailor collar, red ribbon, black cardigan",113,https://danbooru.donmai.us/posts?tags=hoshikawa_shizuku
hoshimachi_suisei,hololive,"hoshimachi suisei, hololive","1girl, blue eyes, hair between eyes, star in eye, blue hair, long hair, medium hair, official alternate hairstyle, side ponytail, hair ribbon, small breasts, virtual youtuber, virtual youtuber",9608,https://danbooru.donmai.us/posts?tags=hoshimachi_suisei
hoshimachi_suisei_(1st_costume),hololive,"hoshimachi suisei (1st costume), hololive","1girl, blue eyes, hair between eyes, star in eye, blue hair, medium hair, long hair, side ponytail, sidelocks, hair ribbon, thigh strap, plaid headwear, grey headwear, black gloves, partially fingerless gloves, plaid jacket, plaid skirt, grey jacket, plaid dress, long sleeves, blue ribbon, virtual youtuber, virtual youtuber, blue nails, beret, mini crown, blue ascot, grey hat",1935,https://danbooru.donmai.us/posts?tags=hoshimachi_suisei_(1st_costume)
hoshimachi_suisei_(casual),hololive,"hoshimachi suisei (casual), hololive","1girl, blue eyes, hair between eyes, star in eye, blue hair, official alternate hairstyle, long hair, official alternate hair length, hair ribbon, small breasts, black headwear, blue jacket, black skirt, neck ribbon, off shoulder, green ribbon, long sleeves, short sleeves, lace choker, black choker, virtual youtuber, virtual youtuber, nail polish, orange nails, one side up, beret, black hat",85,https://danbooru.donmai.us/posts?tags=hoshimachi_suisei_(casual)
hoshimachi_suisei_(maid),hololive,"hoshimachi suisei (maid), hololive","1girl, maid, maid, blue eyes, hair between eyes, star in eye, blue hair, long hair, official alternate hairstyle, official alternate hair length, medium hair, single braid, hair over shoulder, hairclip, grey apron, black dress, fingerless gloves, black headwear, black gloves, elbow gloves, see-through sleeves, puffy short sleeves, virtual youtuber, virtual youtuber, earrings, beret",212,https://danbooru.donmai.us/posts?tags=hoshimachi_suisei_(maid)
hoshimachi_suisei_(micomet),hololive,"hoshimachi suisei (micomet), hololive",1girl,70,https://danbooru.donmai.us/posts?tags=hoshimachi_suisei_%28micomet%29
hoshimachi_suisei_(new_year),hololive,"hoshimachi suisei (new year), hololive","1girl, blue eyes, hair between eyes, star in eye, blue hair, official alternate hairstyle, official alternate hair length, long hair, medium hair, twin braids, hair bow, blue kimono, blue kimono, fishnet gloves, long sleeves, wide sleeves, virtual youtuber, virtual youtuber, blue nails, nail polish, beret, obi",58,https://danbooru.donmai.us/posts?tags=hoshimachi_suisei_(new_year)
hoshimachi_suisei_(old_design),hololive,"hoshimachi suisei (old design), hololive","1girl, blue eyes, hair between eyes, star in eye, symbol-shaped pupils, blue hair, medium hair, side ponytail, white headwear, white gloves, blue headwear, virtual youtuber, virtual youtuber, beret",62,https://danbooru.donmai.us/posts?tags=hoshimachi_suisei_(old_design)
hoshimachi_suisei_(oriental_suit),hololive,"hoshimachi suisei (oriental suit), hololive","1girl, blue eyes, hair between eyes, red eyes, round eyewear, blue hair, long hair, official alternate hairstyle, hair over shoulder, chinese clothes, sunglasses, long sleeves, virtual youtuber, virtual youtuber, earrings",146,https://danbooru.donmai.us/posts?tags=hoshimachi_suisei_(oriental_suit)
hoshimachi_suisei_(school_uniform),hololive,"hoshimachi suisei (school uniform), hololive","1girl, blue eyes, hair between eyes, star in eye, blue hair, long hair, official alternate hairstyle, official alternate hair length, single hair bun, serafuku, pleated skirt, white jacket, hooded jacket, open jacket, long sleeves, hood up, blue choker, virtual youtuber, virtual youtuber",1023,https://danbooru.donmai.us/posts?tags=hoshimachi_suisei_(school_uniform)
hoshimachi_suisei_(shout_in_crisis),hololive,"hoshimachi suisei (shout in crisis), hololive","1girl, ear piercing, blue eyes, hair between eyes, star in eye, blue hair, long hair, official alternate hairstyle, ponytail, high ponytail, sidelocks, hair ribbon, chest belt, black gloves, black shirt, black shorts, short shorts, long sleeves, black ribbon, black belt, turtleneck, virtual youtuber, virtual youtuber, black nails, earrings, single glove, rose print",197,https://danbooru.donmai.us/posts?tags=hoshimachi_suisei_(shout_in_crisis)
hoshimachi_suisei_(stellar_into_the_galaxy),hololive,"hoshimachi suisei (stellar into the galaxy), hololive","1girl, blue eyes, hair between eyes, star in eye, blue hair, official alternate hair length, long hair, official alternate hairstyle, star hair ornament, hair ribbon, small breasts, cleavage, cleavage cutout, thigh strap, black gloves, juliet sleeves, virtual youtuber, virtual youtuber, mini crown, single glove",125,https://danbooru.donmai.us/posts?tags=hoshimachi_suisei_(stellar_into_the_galaxy)
hoshimachi_suisei_(streetwear),hololive,"hoshimachi suisei (streetwear), hololive",,784,https://danbooru.donmai.us/posts?tags=hoshimachi_suisei_(streetwear)
hoshimi_junna,shoujo_kageki_revue_starlight,"hoshimi junna, shoujo kageki revue starlight","1girl, green eyes, glasses, black-framed eyewear, purple hair, long hair, low ponytail, swept bangs, side ponytail, hair over shoulder, hair bell, fur-trimmed jacket, red jacket, long sleeves, jingle bell",416,https://danbooru.donmai.us/posts?tags=hoshimi_junna
hoshimi_miyabi,zenless_zone_zero,"hoshimi miyabi, zenless zone zero","1girl, fox girl, fox ears, animal ear fluff, red eyes, black hair, long hair, very long hair, blunt bangs, sidelocks, large breasts, white shirt, black skirt, black gloves, aqua jacket, collared shirt, black necktie, katana, half updo",418,https://danbooru.donmai.us/posts?tags=hoshimi_miyabi
hoshimiya_ichigo,aikatsu!_(series),"hoshimiya ichigo, aikatsu! (series)","1girl, red eyes, blonde hair, long hair, red hairband, hair bow, hair ribbon, red bow",1375,https://danbooru.donmai.us/posts?tags=hoshimiya_ichigo
hoshimiya_kate,sekai_seifuku:_bouryaku_no_zvezda,"hoshimiya kate, sekai seifuku: bouryaku no zvezda","1girl, loli, red eyes, grey hair, very long hair, antenna hair, white hair, blunt bangs, flat chest, navel, lowleg skirt, gloves, mask, bare shoulders, gauntlets, fur trim, star (symbol), midriff, stuffed animal",673,https://danbooru.donmai.us/posts?tags=hoshimiya_kate
hoshimiya_mukuro,date_a_live,"hoshimiya mukuro, date a live","1girl, yellow eyes, hair between eyes, blonde hair, very long hair, long hair, double bun, large breasts, cleavage",189,https://danbooru.donmai.us/posts?tags=hoshimiya_mukuro
hoshimura_makina,shikabane_hime,"hoshimura makina, shikabane hime","1girl, blue eyes, long hair, purple hair, serafuku, school uniform, serafuku",39,https://danbooru.donmai.us/posts?tags=hoshimura_makina
hoshimura_nao_(inazuma_eleven),inazuma_eleven,"hoshimura nao (inazuma eleven), inazuma_eleven",1girl,10,https://danbooru.donmai.us/posts?tags=hoshimura_nao_%28inazuma_eleven%29
hoshina_hikaru,precure,"hoshina hikaru, precure","1girl, pink eyes, pink hair, long hair, very long hair, star hair ornament, twintails, ahoge, blunt bangs, collarbone, magical girl, magical girl",674,https://danbooru.donmai.us/posts?tags=hoshina_hikaru
hoshina_kiyoko_(umamusume),umamusume,"hoshina kiyoko (umamusume), umamusume","alternate_costume, hair_ornament, short_sleeves, 1girl, closed_mouth, breasts, gym_uniform, buruma, solo, long_hair",17,https://danbooru.donmai.us/posts?tags=hoshina_kiyoko_%28umamusume%29
hoshina_selene_(vtuber),indie_virtual_youtuber,"hoshina selene (vtuber), indie_virtual_youtuber","1girl, virtual_youtuber, dress, breasts, blue_eyes, solo, large_breasts, long_hair, clothing_cutout, cleavage_cutout, cleavage, pointy_ears, jewelry, white_dress, grey_hair, sleeveless_dress, sleeveless, hair_ornament, white_hair",19,https://danbooru.donmai.us/posts?tags=hoshina_selene_%28vtuber%29
hoshina_shuuji,sanoba_witch,"hoshina shuuji, sanoba witch",,34,https://danbooru.donmai.us/posts?tags=hoshina_shuuji
hoshina_soshiro,kaijuu_no._8,"hoshina soshiro, kaijuu no. 8","1boy, red eyes, hair between eyes, black hair, short hair",78,https://danbooru.donmai.us/posts?tags=hoshina_soshiro
hoshina_suzu,wactor_production,"hoshina suzu, wactor production","1girl, cat girl, skin fang, cat ears, animal ear fluff, cat tail, hair between eyes, purple eyes, eyes visible through hair, pink eyes, multicolored eyes, slit pupils, medium hair, black hair, colored inner hair, blue hair, braid, side braid, hair flower, medium breasts, cleavage, navel, armpit crease, virtual youtuber, virtual youtuber, hairpin, stomach",44,https://danbooru.donmai.us/posts?tags=hoshina_suzu
hoshina_tomoko,to_heart,"hoshina tomoko, to heart","1girl, brown eyes, glasses, long hair, brown hair, single braid, large breasts",298,https://danbooru.donmai.us/posts?tags=hoshina_tomoko
hoshina_utau,shugo_chara!,"hoshina utau, shugo chara!","1girl, purple eyes, blonde hair, long hair, twintails, head wings",134,https://danbooru.donmai.us/posts?tags=hoshina_utau
hoshino_(armed)_(blue_archive),blue_archive,"hoshino (armed) (blue archive), blue archive","1girl, heterochromia, holding gun, blue eyes, yellow eyes, hair between eyes, pink hair, long hair, very long hair, ponytail, ahoge, huge ahoge, white shirt, fingerless gloves, black gloves, bulletproof vest, collared shirt, white socks, halo, pink halo, blue necktie, shotgun, beretta 1301, beretta 92",97,https://danbooru.donmai.us/posts?tags=hoshino_(armed)_(blue_archive)
hoshino_(blue_archive),blue_archive,"hoshino (blue archive), blue archive","1girl, heterochromia, fang, blue eyes, hair between eyes, yellow eyes, pink hair, very long hair, long hair, ahoge, low twintails, small breasts, white shirt, halo, pink halo, long sleeves",7578,https://danbooru.donmai.us/posts?tags=hoshino_(blue_archive)
hoshino_(first_year)_(blue_archive),blue_archive,"hoshino (first year) (blue archive), blue archive",,45,https://danbooru.donmai.us/posts?tags=hoshino_(first_year)_(blue_archive)
hoshino_(flowery_charms)_(blue_archive),blue_archive,"hoshino (flowery charms) (blue archive), blue archive","1girl, heterochromia, fang, hair between eyes, blue eyes, yellow eyes, pink hair, long hair, very long hair, official alternate hairstyle, star hair ornament, double bun, ahoge, huge ahoge, medium bangs, small breasts, thighs, barefoot, china dress, white dress, china dress, halo, pink halo, short sleeves",87,https://danbooru.donmai.us/posts?tags=hoshino_(flowery_charms)_(blue_archive)
hoshino_(girls_und_panzer),girls_und_panzer,"hoshino (girls und panzer), girls und panzer","1girl, dark-skinned female, green eyes, short hair, brown hair, black hair, bob cut, medium breasts, large breasts, cleavage, white shirt, orange jumpsuit",781,https://danbooru.donmai.us/posts?tags=hoshino_(girls_und_panzer)
hoshino_(mid-autumn_festival)_(blue_archive),blue_archive,"hoshino (mid-autumn festival) (blue archive), blue_archive","ahoge, pink_hair, 1girl, heterochromia, long_hair, halo, chinese_clothes, yellow_eyes, solo, blue_eyes, holding, pink_halo, official_alternate_costume, hair_rings, thigh_strap, braid, socks",47,https://danbooru.donmai.us/posts?tags=hoshino_%28mid-autumn_festival%29_%28blue_archive%29
hoshino_(swimsuit)_(blue_archive),blue_archive,"hoshino (swimsuit) (blue archive), blue archive","1girl, heterochromia, fang, blue eyes, yellow eyes, hair between eyes, eyewear on head, blue-tinted eyewear, pink hair, very long hair, long hair, ahoge, low twintails, hair bobbles, small breasts, navel, collarbone, white bikini, frilled bikini, sunglasses, blue jacket, open jacket, halo, pink halo, long sleeves, inflatable toy",2116,https://danbooru.donmai.us/posts?tags=hoshino_(swimsuit)_(blue_archive)
hoshino_(young)_(blue_archive),blue_archive,"hoshino (young) (blue archive), blue archive","1girl, heterochromia, blue eyes, yellow eyes, hair between eyes, pink hair, short hair, ahoge, white shirt, collared shirt, black gloves, fingerless gloves, black skirt, halo, pink halo, blue necktie, long sleeves",736,https://danbooru.donmai.us/posts?tags=hoshino_(young)_(blue_archive)
hoshino_ai,oshi_no_ko,"hoshino ai, oshi no ko","1girl, purple eyes, hair between eyes, star-shaped pupils, purple hair, long hair, rabbit hair ornament, star hair ornament, sidelocks, hair ribbon, idol clothes, idol clothes, pink dress, pink gloves, frilled dress, pink ribbon, idol, one side up, idol",35,https://danbooru.donmai.us/posts?tags=hoshino_ai
hoshino_ai_(oshi_no_ko),oshi_no_ko,"hoshino ai (oshi no ko), oshi no ko",,1961,https://danbooru.donmai.us/posts?tags=hoshino_ai_(oshi_no_ko)
hoshino_aquamarine,oshi_no_ko,"hoshino aquamarine, oshi no ko","1boy, blue eyes, hair between eyes, star-shaped pupils, mismatched pupils, blonde hair, short hair, white shirt, collared shirt, long sleeves",1415,https://danbooru.donmai.us/posts?tags=hoshino_aquamarine
hoshino_asuka,sentimental_graffiti,"hoshino asuka, sentimental graffiti","1girl, brown eyes, red eyes, short hair, brown hair",31,https://danbooru.donmai.us/posts?tags=hoshino_asuka
hoshino_char,tsunderia,"hoshino char, tsunderia","1girl, blue eyes, blonde hair, medium breasts, virtual youtuber, virtual youtuber, mecha musume",51,https://danbooru.donmai.us/posts?tags=hoshino_char
hoshino_erika,garden_(game),"hoshino erika, garden (game)",,36,https://danbooru.donmai.us/posts?tags=hoshino_erika
hoshino_fumina,gundam,"hoshino fumina, gundam","1girl, blue eyes, brown hair, short hair, ponytail, large breasts, navel, bike shorts, two-tone sports bra, sports bra, midriff",1293,https://danbooru.donmai.us/posts?tags=hoshino_fumina
hoshino_hinata,watashi_ni_tenshi_ga_maiorita!,"hoshino hinata, watashi ni tenshi ga maiorita!","1girl, fang, red eyes, hair between eyes, brown hair, short hair, school uniform, white shirt, blue dress, long sleeves, one side up",623,https://danbooru.donmai.us/posts?tags=hoshino_hinata
hoshino_ichika_(collar_x_malice),collar_x_malice,"hoshino ichika (collar x malice), collar x malice","1girl, green eyes, brown eyes, brown hair, long hair, white shirt, collared shirt, black skirt, long sleeves, black necktie",229,https://danbooru.donmai.us/posts?tags=hoshino_ichika_(collar_x_malice)
